,text,label,clean_teks
565,gapapa kan kita udah minum pake sedotan kertas dan pejabat di sana pake mobil listrik ,Negative,apa minum pakai sedot kertas jabat pakai mobil listrik
566,Melarang Wanita Berliburan  Tetapi mereka malah berlibur Mobil Listrik di Sana :v Hehehehehe,Negative,larang wanita libur libur mobil listrik v hehehehehe
567,buat aku mobil listrik masih teknologi baru fasilitas pendukungnya belum tersedia merata agak bingung juga klo dibawa keluar kota,Negative,mobil listrik teknologi fasilitas dukung sedia rata bingung bawa kota
568,Worth it ioniq5 sih lla kalo sama bandingin mobil listrik toyota harganya 1 ember ga menyenangkan buat dompet diluar aja 700 weh,Positive,worth it ioniq sih lla bandingin mobil listrik toyota harga ember senang dompet luar weh
569,Ckckckdulu PakDahlan Iskan ingin memajukan Mobil Listrik karya anak bangsa malah dikebiri sekarang produsen besar yg notabene bukan anak bangsa malah didukung jorjorananeh aing hirup di bangsa nu resep untung ka pribadi jeung golong,Negative,ckckckdulu pakdahlan iskan maju mobil listrik karya anak bangsa kebiri produsen notabene anak bangsa dukung jorjorananeh hirup bangsa nu resep untung ka pribadi jeung golong
570,Kadrun cuma nyocot beli juga kagak,Negative,kadrun nyocot beli
571,Yang warna kuning kelihatan mentereng sekali sampe warnanya nempel di tiang listrik Penasaran sama yang model amphibi Berarti itu mobil loncat2 dong kalau jalan Wah super keren,Positive,warna kuning mentereng warna nempel tiang listrik penasaran model amphibi mobil loncat jalan super keren
572,Naksir mobil listrik Wuling sih,Positive,naksir mobil listrik wuling sih
573,Mobil Listrik All New Toyota bZ4X Dibanderol Hampir Rp12 M Begini Skema Cicilannya,Positive,mobil listrik all new toyota bzx banderol rupiah m skema cicil
574,Th 2019 udah dibantu Pindad bikin mobil listrik Gimana perkembangannya Kok 10 tahun msh sj jualan pick up SUVnya mana,Negative,th bantu pindad bikin mobil listrik kembang jual pick up suvnya
575,teatre yg ujung2nya memeras rakyat ya iniBapak jokowiyono inisemua di naikkan dan di hilangkan gas elpiji siap2 di bisniskan rakyat di giring2 pake listrikmasak pake listrik mobil pake listrik,Negative,teatre ujung peras rakyat ya inibapak jokowiyono inisemua naik hilang gas elpiji bisnis rakyat giring pakai listrikmasak pakai listrik mobil pakai listrik
576,G20 highlight pointnya malah promo mobil listrik ,Negative,highlight point promo mobil listrik
577,Top 3 Artikel Sahitya Selama Sepekan Ada Wagub Jateng Uji Mobil Listrik Sampai Hunian Hotel di Bali Melonjak,Positive,top artikel sahitya pek wakil gubernur jawa uji mobil listrik huni hotel bal lonjak
578,kan  lagi pengen mobil listrik tuh kno judulnya bukan warga mati kelaparan saat  pengen mobil listrik,Negative,mobil listrik tuh kno judul warga mati lapar mobil listrik
579,Semoga sukses mobil listrik Esemka drun,Negative,moga sukses mobil listrik esemka drun
580,di gadang sejak 2012  hilang mincul pabrik yv gak ada alat  ilang  tiba2 muncul mobil esemka electrik  tambah lucu saja  jemarin ada balapan mobil listrik jatanya valapan tamiya khah sekrang  malah di banggain tamiyanya  pahit2,Negative,gadang hilang mincul pabrik yv alat hilang muncul mobil esemka electrik lucu jemarin balap mobil listrik jatanya valapan tamiya khah sekrang banggain tamiyanya pahit
581,300juta Loe cari dah mobil listrik kayak gini seharga gitu Haha sok2an jadi sales busa bangkrut perusahaan loe jual mobil seenak udel harganya,Negative,juta cari mobil listrik harga haha sok sales busa bangkrut usaha jual mobil enak udel harga
582,Skema ongrid sepertinya sudah tidak mungkin supply listrik kita sudah over sampai pemerintah galakkan kompor listrik dan mewajibkan pejabat pakai mobil listrik,Negative,skema ongrid supply listrik over perintah galak kompor listrik wajib jabat pakai mobil listrik
583,Ciyaaa Kadrun bin kampret tidak bahagia tenang aja drun nanti anus bikin mobil tanpa listrik merek onta wan aibon warganya semua sorbanan dan Soleh diberikan sertifikat syurga ,Negative,ciyaaa kadrun bin kampret bahagia tenang drun anus bikin mobil listrik merek onta wan aibon warga sorban soleh sertifikat syurga
584,Demam mobil listrik malah bakal menambah masalah baru karena cadangan lithium di alam semesta untuk bahan baterai tidak sebanyak itu,Negative,demam mobil listrik tambah cadang lithium alam semesta bahan baterai
585,Percaya wong pabriknya ada diindonesia tapi merk Jepang Yg merk dalam negri belum berkibar Kalo tanpa dukungan pemerintah ya susah seperti ga mau nya walikota solo dgn program mobil listrik ya berat,Negative,percaya pabrik indonesia merk jepang merk negeri kibar dukung perintah ya susah walikota solo program mobil listrik ya berat
586,2019 Udah bangke Presiden lu malah pesen mobil listrik,Negative,bangke presiden pesan mobil listrik
587,minimal punya mobil listrik lah biar ga kena ganjil genap,Negative,minimal mobil listrik biar kena ganjil genap
588,Drun kamu tau ga cetak biru bahkan Esemka cetak biru utk mobil listrik udah ada sayang krn pandemi kerjasama dg Pindad berhenti utk lanjut gampang drun krn teknologi mobil listrik itu lbh mudah Indonesia ga ketinggalan jauh seperti mobil biasa,Negative,drun tau cetak biru esemka cetak biru mobil listrik sayang pandemi kerjasama pindad henti gampang drun teknologi mobil listrik mudah indonesia tinggal mobil
589,Sepeda Lebih Efisien dibanding Mobil Listrik,Negative,sepeda efisien banding mobil listrik
590,Yaelah yang miskin  kaya aja pada nyicil mobil karena gaya hidup  cape banget Sepeda listrik aja ada yg nyicil,Negative,yaelah miskin kaya nyicil mobil gaya hidup capek banget sepeda listrik nyicil
591,Gunakan mata batinmuIndonesia terdepan di dunia yg mana semua andelkan mobil listrikpemeritah temukan mbil tanpa fisik sampai smart farming lahan auto kultivar,Positive,mata batinmuindonesia depan dunia andelkan mobil listrikpemeritah temu mbil fisik smart farming lahan auto kultivar
592,Makanya pake kendaraan umum aja atau mobil listrik  BBM akan naik terus,Negative,pakai kendara mobil listrik bbm
593,MENGAPA MOBIL LISTRIK CEPAT HASIL KARYA TECHNOCRATE RI TAHUN 2011 TIDAK DIFABRIKASI PADAHAL TECHNOLOGY TECHNOCRATE RI SUDAH BISA BERSAING  UNGGUL,Negative,mobil listrik cepat hasil karya technocrate ri difabrikasi technology technocrate ri saing unggul
594,Urus dulu IKN Bangun yg bener jgn dulu Mimpi,Negative,urus ikn bangun bener mimpi
595,mobil listrik solusinya,Positive,mobil listrik solusi
596,mobil listrik hemat energi,Positive,mobil listrik hemat energi
597,esemka gak jelas,Negative,esemka
598,Top 5 News Hilirisasi Nikel  Mobil Listrik,Positive,top berita hilir nikel mobil listrik
599,Mobil Listrik Bukan Satusatunya Solusi Penghilang Polusi,Negative,mobil listrik satusatunya solusi hilang polusi
600,Bagus Banget Nih Mobil Listrik dari Wuling Air Ev,Positive,bagus banget nih mobil listrik wuling air ev
601,Cocok Nih mobil Listrik begini Wuling Air Ev,Positive,cocok nih mobil listrik wuling air ev
602,Kalo indonesia bisa jadi produsen utama batre mobil listrik dll dgn potensi bahan mentahnya,Positive,indonesia produsen utama baterai mobil listrik lain potensi bahan mentah
603,Hhhhhhhmmmmm ADA UDANG DIATAS BAKWAN soal pelarangan Bauksit Ingat pelarangan ekspor Nickel=>Bangun Smelter Nickel=>Bangun pabrik baterai=>jual motor  mobil listrik,Negative,hhhhhhhmmmmm udang atas bakwan larang bauksit larang ekspor nickelbangun smelter nickelbangun pabrik bateraijual motor mobil listrik
604,Berbicara persaingan mobil listrik di kawasan Asia Tesla tergolong superior dengan ratusan ribu unit terjual Namun ada beberapa brand yang juga bersaing,Positive,bicara saing mobil listrik kawasan asia tesla golong superior ratus ribu unit jual brand saing
605,Indonesia macet banget nih,Negative,indonesia macet banget nih
606,Pajak mobil listrik lebih murah dari mobil konvensional Di sisi lain,Positive,pajak mobil listrik murah mobil konvensional sisi
607,Mobil listrik rerata udah smart Tinggal yg punyanya gimana,Positive,mobil listrik rerata smart tinggal punya
608,Negara  negara islam cuma makelar minyak,Negative,negara negara islam makelar minyak
609,Mobil listrik termurah ini wkwk,Positive,mobil listrik murah wkwk
610,Tinggal hitung waktu krisis energi meledak,Negative,tinggal hitung krisis energi ledak
611,apa aja pokoknya mobil listrik nder pengennya Tesla,Positive,pokok mobil listrik nder ken tesla
612,Kedepannya bakal ada industri khusus yg recycle tuh batre Cuman tidak membuat ekosistem mobil listrik bebas polusi juga sih Wkwk,Negative,depan industri khusus recycle tuh baterai ekosistem mobil listrik bebas polusi sih wkwk
613,jaringan yg g kelihatan yg saya rasa tdk terlalu menggangu ketertiban umum malah jd prioritas ini jaringan ,Negative,jaring menggangu tertib prioritas jaring
614,Ready mobil listrik minat dm,Positive,ready mobil listrik minat dm
615,jaringan yg g kelihatan yg saya rasa tdk terlalu menggangu ketertiban umum malah jd prioritas ini jaringan kabel yg banyak mengganggu pemerintah diem aja kabel internet,Negative,jaring menggangu tertib prioritas jaring kabel ganggu perintah diem kabel internet
616,Subsidi Mobil Esemka Listrik Daripada mensubsidi pembelian motor dan mobil listrik buatan luar negeri,Negative,subsidi mobil esemka listrik subsidi beli motor mobil listrik buat negeri
617,Wii hebat nab Ayo nabung biar bisa beli mobil listrik wkwk,Positive,wii hebat nab ayo nabung biar beli mobil listrik wkwk
618,hyundai yg mobil listrik menarikkk perhatian q skali,Positive,hyundai mobil listrik menarikkk perhati
619,D klaim pmrinth sbg kbjkn rmh lingkngn tp tdk sjln dg realitny,Negative,d klaim pmrinth kbjkn rumah lingkngn sjln realitny
620,wkwkwkwk kalo mau serba listrik kaya mobil listrik atau kompor listrik mah minimal banget nih ya jangan ada mati lampu lagi wkwk nyusahin rakyat aja,Negative,wkwkwkwk serba listrik kaya mobil listrik kompor listrik mah minimal banget nih ya mati lampu wkwk nyusahin rakyat
621,Mobil listrik terlihat lebih murah dari sisi biaya isi ulang listriknya  pajaknya,Positive,mobil listrik murah sisi biaya isi ulang listrik pajak
622,Wuling Air EV mobil listrik bisa jadi alternatif  ramah lingkungan,Positive,wuling air ev mobil listrik alternatif ramah lingkung
623,Lebih baik 24 jam agar jakarta bebas polusi dan rakyat lebih mw naik kendaraan umum,Negative,jam jakarta bebas polusi rakyat kendara
624,Agar mobil listrik tidak laku,Negative,mobil listrik laku
625,Makanya pemerintah lg kebut industri bahan baku utama baterai tuk mobil listrik agar bs produksi massal,Positive,perintah kebut industri bahan baku utama baterai tuk mobil listrik produksi massal
626,Mobil dan motor listrik sebagai alternatif BBM yang semakin naik,Positive,mobil motor listrik alternatif bbm
627,Apa benar sekarang Era nya mobil Listrik Yakin,Negative,era mobil listrik
628,Oo jadi desain mobil listrik yg kubilang bentuknya mirip alien itu disebut sebagai desain futuristik,Negative,oo desain mobil listrik bilang bentuk alien desain futuristik
629,Semoga suatu hari nanti bisa beli mobil listrik juga biar ada kontribusi dari masyarakat yang mengurangi emisi karbon,Positive,moga beli mobil listrik biar kontribusi masyarakat kurang emisi karbon
630,ngecharge mobil listrik lebih murah daripada bensin,Positive,ngecharge mobil listrik murah bensin
631,Cuma orang gila yang percaya sama mobil setan ini Ini bukan kendaraan manusia,Negative,orang gila percaya mobil setan kendara manusia
632,Motor listrik atau mobil listrik ga usah pake listrik pake aja powerbank,Negative,motor listrik mobil listrik pakai listrik pakai powerbank
633,Mobil Esemka Cocok Disubsidi,Positive,mobil esemka cocok subsidi
634,awalnya pengen banget beli hrv tapi sekarang pengennya mobil listrik juga ya mungkin dari hyundai jg,Positive,banget beli hrv ken mobil listrik ya hyundai
635,Solusinya beli motor atau mobil listrik,Positive,solusi beli motor mobil listrik
636,Batere malah rentan mobil listrik lebih rentan sebenre Toh sama2 butuh bbm,Negative,batere rentan mobil listrik rentan sebenre butuh bbm
637,Lah hidupin PLN bahan bakar bbm atau batu bara mb,Negative,hidupin pln bahan bakar bbm batu bara mbak
638,Menunjukan rekening Listrik dgn Daya minimal sesuai kebutuhan Mobil/Motor Listrik,Negative,rekening listrik daya minimal sesuai butuh mobilmotor listrik
639,mobil listrik/hybrid project oppung,Negative,mobil listrikhybrid project oppung
640,mobil merk cina dealdealan jokowi,Negative,mobil merk cina dealdealan jokowi
641,klo pemerintah gak bikin subsidi transportasi publik ya netizen bakalan jadi kaum mendangmending,Negative,perintah bikin subsidi transportasi publik ya netizen kaum mendangmending
642,Itu pabrik jepang drpd lomba bikin mobil listrik mendingan lomba bikin pintu kmn saja,Negative,pabrik jepang lomba bikin mobil listrik mending lomba bikin pintu mana
643,La kan semua China jangan kan stb yang masih jenis teknologisedang garam aja negri ini masih imfort kokbanyak kampus yang riset mobil listrik dah puluhan th yang lalutapi mana coba negara mengapresiasi hingga jadi industripaling  sarjana nya di rekrut di industri asing,Negative,la china stb jenis teknologisedang garam negeri imfort kokbanyak kampus riset mobil listrik puluh th lalutapi coba negara apresiasi industripaling sarjana rekrut industri asing
644,Travel kan rangenya jauh Sama kayak mobil listrik ketika jarak makin jauh selisih kehematannya bakal berkurang bahkan hampir sama apalagi full toll Keuntungan punya mobil listrik/hybrid itu emg di dalem kota yg banyak stop and go Regeneratif brake  manajemen daya jadi poin +,Positive,travel rangenya mobil listrik jarak selisih hemat kurang full toll untung mobil listrikhybrid emang dalem kota stop and go regeneratif brake manajemen daya poin
645,Tambahi besok ditukar motor  mobil listrik Kemacetan tep sama,Negative,tambah besok tukar motor mobil listrik macet tep
646,Nabung ajalah buat beli mobil listrik hemat BBM,Positive,nabung aja beli mobil listrik hemat bbm
647,Kita masih khwatir supporting infrastruktur nya Indonesia blom siap,Negative,khwatir supporting infrastruktur indonesia
648,Cuma kadrun yg bilang esemka mobil goib,Negative,kadrun bilang esemka mobil goib
649,BBM makin mahal dan hanbis,Negative,bbm mahal hanbis
650,PKS Sindir Rencana Luhut: Daripada Subsidi Beli Motor Listrik,Negative,pks sindir rencana luhut subsidi beli motor listrik
651,klo menteri keuangan indo itu y emg gede sekaligus mobil listrik pdhal jagonya itung utang menumpuk gmn mau lunasinnya nah ini namany menteri keUtangan  itulah pilihanny kesalahansendiri ngotot minta periode3  cebong itu otak cuma tinja sm kyk abugosokkk,Negative,menteri uang indonesia y emang mobil listrik jago hitung utang tumpuk lunasinnya nama menteri utang pilihanny kesalahansendiri ngotot periode cebong otak tinja abugosokkk
652,petani lbh butuh subsidi pupuk kembali lengkap urea,Negative,tani butuh subsidi pupuk lengkap urea
653,mobil goib esemka dan bohong 11rb t jg bukan fitnah ekonomi merosot dolar 15592,Negative,mobil goib esemka bohong rb t fitnah ekonomi merosot dolar
654,di tipu cina proyek kreta cepat juga bukan fitnah,Negative,tipu cina proyek kereta cepat fitnah
655,pajak naik listrik naik Bbm naik juga bukan fitnah,Negative,pajak listrik bbm fitnah
656,nikel di gondol cina juga bukan fitnah,Negative,nikel gondol cina fitnah
657,Beli Mobil Listrik Makin Gampang,Positive,beli mobil listrik gampang
658,Lexus mau membuat mobil listrik jadi lebih fun to drive dengan mengembangkan transmisi manual untuk mobil listrik,Positive,lexus mobil listrik fun drive kembang transmisi manual mobil listrik
659,Rakyat Sudah Sudah Susah Kenapa Terus Dibuat Berdarah Darah Luar Biasaaaaa Konohaaaa,Negative,rakyat susah darah darah biasaaaaa konohaaaa
660,Anjay udh mobil listrik aja Mobil bensin emg pernah ada,Negative,anjay mobil listrik mobil bensin emang
661,Liat review mobil listrik jadi pgn punya 1,Positive,lihat tinjau mobil listrik
662,petani miskin lbh butuh subsidi pupuk kembali lengkap urea,Negative,tani miskin butuh subsidi pupuk lengkap urea
663,Kedepan mobil listrik gini bakalan makin banyak,Positive,depan mobil listrik
664,Ternyata rezim ini isinya makelar semua,Negative,rezim isi makelar
665,Industri mobil listrik Indonesia ga akan muncul sebelum semua produsen china,Negative,industri mobil listrik indonesia muncul produsen china
666,Mungkin rakyat butuh harga pangan murah dari pada subsidi  mobil Listrik,Negative,rakyat butuh harga pangan murah subsidi mobil listrik
667,Mobil listrik bukan solusi,Negative,mobil listrik solusi
668,Mereka perlu di kasi CERMIN BUESAR biar bisa ngaca,Negative,kasih cermin buesar biar kaca
669,Ironi emang jalan kita yg bangun yg mengaspal mobil dr neg jepang Knp bukan mobil buatan anak bangsa sendiri,Negative,ironi emang jalan bangun aspal mobil neg jepang mobil buat anak bangsa
670,Kalo soal skyrc kayaknya kurang fast charge,Negative,skyrc kayak fast charge
671,Mobil Listrik Semakin Populer di Indonesia,Positive,mobil listrik populer indonesia
672,Lebih penting pemanfaatan potensi energi ramah lingkungan untuk pembangkit listrik karena emisi terbesar ya pembangkit listrik,Negative,manfaat potensi energi ramah lingkung bangkit listrik emisi besar ya bangkit listrik
673,Indonesia mampu menjadi penopang ekosistem mobil listrik dengan membangun pabrik baterai kelas dunia,Positive,indonesia topang ekosistem mobil listrik bangun pabrik baterai kelas dunia
674,Keseringan mimpi akhirnya cuma terwujud dalam mimpi Mendingan realisasikan mobil ESEMKA dari pada bermimpi mobil listrik,Negative,sering mimpi wujud mimpi mending realisasi mobil esemka mimpi mobil listrik
675,Mobil listrik  klo penggunaan pribadi begitu massal sprti kendaraan bbm ujungnya sama aja,Negative,mobil listrik guna pribadi massal kendara bbm ujung
676,Kenapa pemerintah pusat tdk dorong subsidi penyediaan transportasi publik di banyak kota2 Eh malah belanja mobil listrik,Negative,perintah pusat dorong subsidi sedia transportasi publik kota eh belanja mobil listrik
677,Nanti klu sudah pakai mobil listrik semua pajak gede,Negative,pakai mobil listrik pajak
678,Mobil juga kita kasih subsidi karena dia tidak akan membeli bensin lagi Tetap akan lebih untung menggunakan sepeda motor listrik daripada sepeda motor menggunakan bahan bakar fosil,Positive,mobil kasih subsidi beli bensin untung sepeda motor listrik sepeda motor bahan bakar fosil
679,Buat mobil konvensional aja lom sempurna,Negative,mobil konvensional sempurna
680,Mobil listrik membuat rakyat sengsara,Negative,mobil listrik rakyat sengsara
681,Mobil Listrik Esemka Diusulkan Dapat Subsidi dari Pemerintah jgn kasi tau kadrun,Positive,mobil listrik esemka usul subsidi perintah kasih tau kadrun
682,Tiati om ntar dipenjara lagi lho hahaha,Negative,tiati om penjara lho
